text,sentiment
"enak si jd lebih mudah dan cepet, cuma pembayarannya berharap bgt bisa ada e wallet yg lain kayak ovo, gopay, dll",Positif
love it,Positif
Payment only dana. Better can pay by all e wallet,Negatif
"eror, gak bisa apa-apa. bahkan aktifkan ke dana juga gak bisa, padahal dana saya aktif terus",Negatif
"Sangat jelekkk, tidak bisa membayar. SANGAT ANEH GA JELAS",Negatif
"SCAM, UDH BELI VOUCHER DISKON, TP GA KEPOTONG",Negatif
"kenapa sekarang ini kalau mau review (lihat trailer) filmya..selalu muncul ""terjadi kesalahan bla bla bla""",Positif
notif iklannya ganas,Negatif
Really helpful for meee bcs I don't need to Interaction with ticketing 😚💞,Positif
Kenapa sih pembayaran hanya boleh pake DANA???????? Hanya buat nambah² beban biaya admin aja buat isi² DANA,Negatif
Amazinggg,Positif
Nice and very sample,Positif
Easy and update selection of movies and payment. You guys need more promo to keep up though.,Positif
"ga profesional, good bye!",Positif
"Jadi gak realtime lagi, mau pesen tiket error trus",Negatif
Mudah pake dana,Positif
Easy to use and has cheaper admin✌️ lots of promos also,Positif
Simple ... praktis... gak repot,Positif
"soo helping me watch movies, love u tix!!!",Positif
GABISA MELALKUKAN PEMBAYARAN LEWAT DANA👎,Negatif
"I think the app's great, i just wish i had more options for paying other than just Dana because the top-up process is a little confusing and that made me lose some money.",Positif
"So far so good, baru pertama kali pake dpt promo 30k lumayannn",Positif
"Still worst, must have DANA for payment.",Negatif
Unable to connect to Dana while it's the only payment options. So I am unable to reserve any movies,Negatif
"Jadi mudah dan cepat, ga perlu antri 👍🏻",Positif
Nice apps,Positif
"beside Dana, there should be another payment method. it's annoying when i cant process the payment if i'm not using Dana.",Positif
so far so good,Positif
bagus!,Positif
kenapa lama sekali mau mesen tiket loading terus. dan kadang payment tidak berhasil,Negatif
"Useless apps, it said network error al the time",Negatif
Usefull making easy ur life,Positif
👍👍👍👍👍,Positif
"Love the app but is there any possibility of the app also provide payment for other cinemas like Flix? Or maybe you should consider other payment method, that would be helpful.",Positif
DIFICULT,Positif
Mempermudah laah pastinya..,Positif
Lebih enak pakai tix id krna klau ada film yg coming soon bisa di presale,Positif
Push notifications annoying banget,Negatif
Easy use,Positif
gut,Positif
I can not connect TIX ID with may DANA application.. always connection not stable.. why?? I can not buy the ticket..,Negatif
"pembayaran cuma bisa pake dana, susah buat reset password, dan searching kolom tdk mempermudah pencarian",Negatif
keren,Positif
Tingkatkan terus,Positif
"jusqu'ici, l'appli est bien dirigé et ça m'a bcp plu",Positif
"Too much notification, annoying.",Negatif
GABISA AKTIFIN DANA,Negatif
"Sangat Menbantu, no ribet, no antry",Positif
nice aja sih,Positif
Sangat membantu pesan dalam perjalanan nonton,Positif
mantap,Positif
Verifikasi nya ribet,Negatif
simple,Positif
Tolong rewardnya perbanyak,Positif
MANTAP,Positif
"Berulang kali beli di tix dan berulang kali juga kena refund sepihak tanpa alasan jelas. [Edited] sudah dijelaskan oleh tim developer terkait ini. Salah saya tidak membaca teliti, tapi tetap saja kesal rasanya. Maaf ya.",Positif
Best apps to book cinemas ticket and get information for all kind of cinemas in Indonesia,Positif
Excellent,Positif
YEEZY SEASON APPROACHING,Positif
Entah brp point reward yang hangus krna tidak bs dtukarkan. Mending tidak usah ada point reward kalo ternyata tidak bisa dipakai.,Negatif
Good apps,Positif
Mudah dipakai,Positif
"Sangat membantu,dan praktis",Positif
Sangat membantu 🙏,Positif
Best for sale!,Positif
Mempermudah.. saran biaya admin bisa diturunkan ya,Positif
Sukak bangett!,Positif
Respon aplikasinya lama,Negatif
Booking tiket bioskop jadi lebih enak,Positif
"Perdana coba beli tiket lewat aplikasi, so far ga ada masalah, lancar jaya, terimakasih.",Positif
cant connect payment apps,Negatif
lumayan bagus,Positif
Awesome and good apps,Positif
Very good,Positif
"Kreen, mantapslah",Positif
Good at all,Positif
mantab,Positif
Best app ever,Positif
Ga bisa sambungin ke dana. Pas mau ketik nomor hapenya ga bisa diketik2 tabnya,Negatif
Plisss laaa biaya penanganannya dikurangin,Negatif
Seneng banget suka banyak promo cmn klo promo posternya msh ada promo eh ternyata promonya udh abis pedahal klo promonya udh abis posternya ilangin aja,Positif
"When I opened the application, there was an error, I wanted to watch it and saw the schedule when it wasn't showing, I thought it wasn't really showing. it turns out that the application has an error. please fix it soon",Negatif
"Pemesanan bisa langsung dilakukan sebelum tanggal penayangan, mantap",Positif
fast respon,Positif
Very good n fast,Positif
Kasih 4 dulu,Positif
Cool,Positif
Ga seribet aplikasi official sebelah yang saldonya cm bisa buat nonton. Tapi kadang war tiket pre-sale sering ke pental aja... Selebihnya nyaman dan memudahkan user...,Positif
"Ditunggu2 jam 12 malem, jadwalnya ga berubah2 sampe jam stngah 3 malem jadwal hari ini ga keluar2,",Negatif
"They charge Rp.4000 per ticket, what..??",Negatif
Good experiance,Positif
sangat membantu,Positif
"Mengecewakan, pas mau bayar, diarahkan ke halaman dana, stuck, tidak terbuka apa apa. Internet ga ada masalah. Ujung ujungnya barus beli di mtix dengan admin 10rb 😰",Negatif
Sangat memudahkan untuk pesan tiket,Positif
"After updated the new version, ny account was gone. Said that the Phone number is not registered. Weww..",Negatif
biaya layanannya kemahalan pak,Negatif
"Kenapa sekarang jd suka nge foward ke web siiihhh tiap baru buka, padahal klik close",Negatif
Error halaman bayar dana blank putih,Negatif
Sangat lama untuk masuk ke pembayaran Dananya padahal kondisi sinyal bagus,Negatif
Sudah milih seat tidak bisa masuk ke dana nya👎👎,Negatif
Buat checkounya kok jadi lama bgt ya,Negatif
Easy to use,Positif
Terimakasih TIX ID telah memberikan layanan booking ternyaman dan cepat,Positif
Sering lama gk kebuka.. Padahal udah install ulang terus hapeku XIAOMI 11T,Negatif
Ga bisa reschedule atau refund 🙃,Negatif
mungkin pilihan pembayarannya bisa lebih bervariasi ke depannya,Positif
Mantab... pajaknya masih gede,Positif
"Lebih murah dari pada cgv, lebih mantap lah",Positif
"Easy to use, fast payment. Great",Positif
"Pesan tiket bioskop paling praktis dan murah, biaya adminnya lebih murah kalau dihitung total dibanding dengan aplikasi resmi sebelah yg kalau mau topup saldo aja ada adminnya cukuo mahal...",Positif
OK,Positif
The easiest app to order the ticket. Great!,Positif
"POIN LOYALTIX cuman gimmick doang,, nyatanya udah 1 tahun lebih berlalu sejak awal pakai tix di bulan desember 2021 sampai sekarang mei 2023 ini cuman tertulis ""segera hadir"" preet,,,",Negatif
"Bad, forcing payment using dana apps only",Negatif
"Tiap baru buka homepage tix id, ada ad yg kalo di close auto direct ke browser, tapi langsung di redirect ke app lagi. Jadi bolak balik gt. Agak annoying.",Negatif
😁👍,Positif
tidak menyenangkan pembayaran cuma bisa pake DANA.,Negatif
goOd,Positif
"Sejauh ini aplikasi sudah bagus dan memudahkan untuk pemesanan tiket secara online. Saran saya mungkin bisa ditambah fitur add to calendar ya, jadi apabila user sudah melakukan pembelian tiket hari itu atau pre-sale maka otomatis jadwal film itu akan muncul di calendar pribadi atau Google Calendar misalnya.",Positif
So far the UI simple to use. Payment gateway is easy also. Good,Positif
"Useful, eficient,",Positif
Coba bisa disortir bioskopnya by kota/province ya,Positif
"membantu bgt, biar ga kehabisan tiket",Positif
Link pembayaran ke DANA malah error terus..,Negatif
bagus lohh membantu bgt buat org org yg nyimpen duitnya cuma di dana,Positif
i can't using the voucher code. it's 1 days left and already expired?,Negatif
gokilz,Positif
oke,Positif
Sangat membantu saat ingin menonton film,Positif
goodd,Positif
Membantu banget,Positif
niceee,Positif
Easy to use and so simple. Life is so easy,Positif
LOVE IT,Positif
Good n simple,Positif
Instant uninstall cause they just have dana for payment method,Negatif
"Easy to used, great apps.",Positif
"Sangat mudah untuk pesan tiket di bioskop, tidak perlu antri.",Positif
No need to queue...,Positif
App yang sangat membantu,Positif
"simple, sangat membantu demi kenyamanan menonton",Positif
"Banner iklan nganggu. Segede full layar. Susah ditutup. Sering nongol tiba2, bikin kepencet!!!",Negatif
"Aplikasi lemot, tolong diperbaiki",Positif
Lumayan praktis dan mudah digunakan,Positif
Pointnya jarang sekali bisa dipakai dan kuota voucher dibatasi juga.,Negatif
Banyak notif sampah yang tidak bisa dimatikan dari aplikasi,Negatif
This App help me so much to buy ticket from home... ♡♡♡,Positif
Jelek,Negatif
That's a good app from cinepolis real application,Positif
"I did not experience any difficulties in accessing the application; so far so good. But, it would be better if we can choose other payment methods beside Dana to check our ticket out. If it is possible, please add other payment methods (can be from other e-wallets or debit cards) since I do not use Dana anymore. Thank you for your consideration.",Positif
mantull,Positif
Ok ok ok,Positif
"Mudah, cepat dan aman",Positif
"buruk terkait reward point claim nya,",Negatif
praktis beli tiket,Positif
"Poin yg didapet dari beli tiket ga bisa dituker, selalu coming soon udah bertahun2, yang ada malah kedaluarsa duluan poinnya. Wkwk.",Negatif
mayan Buat Mantau Hiburan,Positif
"Admin tambah mahal pertiket, harusnya admin stabil saja itungannya. Misal admin 3000 ya sudah 3000 saja buat berapa tiket pun",Negatif
"Lamaaa banget buat pilih seat, pembayaran juga lama banget, dan akhirnya gk bisa, diulang berapa kalipun tetep sama, tolong segera dieprbaiki",Negatif
Sangat membantu....👍,Positif
Good application,Positif
So far so good. But i lost my loyalty reward before i could spend em.,Positif
"gbisa dipake appsnya karna eror gbisa connect ke dana, lain kali bikin alternatif lain buat bayar",Negatif
Tambahin metode pembayarannya dongg min,Negatif
I dislike the limited payment options,Negatif
Immediately uninstalled. Slow and much of the information is not updated.,Negatif
Cuma bisa error doang,Negatif
hopefully TIX ID can be more stable for cinema Lovers ok Many thanks,Positif
"Sekarang pembayaran ada banyak. Knapa cmn bisa dana ajah sih pembayarannya. Padahal kan ada mobile banking yg lebih fleksibel dan smua orang punya. Tolong, Tambahin metode pembayarannya",Negatif
Suck,Negatif
Why this app only supports DANA?. when this app will support QRIS?,Negatif
Love.,Positif
Baik baik aja,Positif
Simple,Positif
"TnC tidak jelas, dianggap menyetujui pembayaran yang sudah sebelumnya dicancel. Sangat merugikan konsumen dan customer service ga memahami problem yang dialami konsumen.",Negatif
Very easy an intuitive 👌,Positif
Kurangnya cuma point nya nggak bisa dituker.,Positif
There's no problem on me,Positif
New to this app but uninstalled it later as soon as didn't receive SMS verification. Even using different phone number. Shame this app didn't running well nor the Server too...,Negatif
Can't connect to dana,Negatif
Mempermudah beli tiket nonton bioskop,Positif
"gk jelas,topup pake dana dipotong 500 tapi app tidak reliable,bgitu booking terjadi kesalaham sistem terus. harus keluar app dan masuk lagi. akhirnya kursi diambil orang. rugi di saldo. not sure why people still use this app.",Negatif
"App wont open, stuck in start screen, my device is samsung galaxy s20 fe",Positif
Biaya layanan mahal sekali.,Negatif
Antapzzz mudah banget transaksi nya,Positif
"TIX-ID fee admin nya mahal, dikenakan per tiket pula bukan per transaksi",Negatif
👍👍,Positif
Easy way to order,Positif
Andaikan bisa pake shopeepay/gopay,Positif
the best,Positif
Fungsinya poin disini apa ya ? Ga pernah bisa ditukar dan akhirnya expired 🤔😒,Negatif
Aplikasinya bagus cuman sayang pembayarannya harus via dana tidak via mbangking,Positif
This app is helpful,Positif
Lama bener buka jadwal bioskopnya mending buka browser pake google,Negatif
"Tix is not responding, I can't even open the app",Negatif
"Tidak bisa merubah pembayaran , saat pilih change method ,tidak muncull apapun alias stuck",Negatif
Jadi mudah jika tiba tiba pngen nonton film,Positif
"Great UI & UX. Can be improved to have some discounts and promos through the app. Absolutely love this app, thanks developer!",Positif
Why I suddenly cannot ordering tickets??,Negatif
Nice UX,Positif
"Aplikasi ini sayang membantu bagi yang pengen nonton bioskop, tampilannya lumayan simple. Tapi ya kekurangannya cuma metode pembayarannya cuma lewat DANA aja dan waktu pesennya itu bentar sekali. Ya mohon pilihan pembayarannya itu diperbanyak jadi ovo, gopay, shopeepay, dll. Dan tenggat waktu pesennya diperpanjanglah jadi 1 jam an gitu gpp. Overall 8/10 - reviwe jujur no buzzer.",Positif
Helpful,Positif
It's convenient,Positif
Mudah,Positif
Mohon tambahkan Gopay untuk opsi pembayaran,Positif
Point tix id buat apa? Saya ada 21K point hangus semua sudah setahun gapernah update rewards.,Negatif
Beli tiket gagal terus. Payah Tix id sekarang 👎🏻,Negatif
Good appp,Positif
"Im so happy n feel so easy to book ticket online, keep my ticket save",Positif
"Poin udah terkumpul banyak, tapi fitur buat tukar poinnya selalu kosong. Poin yang banyak jadi hangus, sia-sia ngumpulin poin dan transaksi pakai TIX. Jadi males pakai apps ini lagi. Bye",Negatif
"Sudah di update tapi muncul terus update aplikasinya, gimana sih",Negatif
"ask for update but there is no update, can't use the app. 1* till it fixed",Negatif
Easy to use. Ga perlu ribet dan antri.,Positif
"User friendly, yet the admin fee a little bit expensive",Positif
"Apa apaan nih!!?? Dari kemarin poin loyal tix gk bisa dipake, baru bisa di pake di akhir tahun... Poin saya ada banyak, tapi tiba"" Kadaluwarsa!!??",Negatif
Very helpfull,Positif
unable to open the app,Negatif
"Bad experience at TIX ID. I had loyaltix points of 109,000. Last Dec 29, 2022, I saw that only 1,000 expired and I was okay. At 1 Jan 2023, I checked all 102,000 points expired on the due date of Dec 31, 2022. Rationally, I couldn't have spent 102,000 points in 2 days. In addition, TIX ID itself rarely offers point redemption. They said previously opened points exchange in Dec 7-18, which not the same with the date's expiration. Even if there are offers several times, the quota is limited.",Negatif
mudah dan praktis,Positif
Easy to searching movies or cinemas,Positif
Minus poin terbesar: Metode pembayaran yg sangat terbatas.,Positif
"App nya bagus, dari awal selalu pakai apps ini Thanks",Positif
"Aplikasi gampang digunak!n, promo gak banyak",Positif
"Masukan nih utk tix id., utk waktu pembayaran diperpanjang dong atau setidaknya buat riwayat pesanan Ini bentar aja waktu habis Hahaha",Negatif
